Volcano Number,Volcano Name,rgi_region,Latitude,Longitude,n_glac,A_glac_km2,LR_s,LR_p,LR_r,MK_s,MK_p,MK_r,SR_r,SR_p,Erupted,f_erupt
311120,Great Sitkin,01_alaska,52.076,-176.13,9,4.84131475139482,-0.06077525480638074,0.14211033184360006,-0.5300850466483774,-14.93452500000004,0.11785089502136503,-0.4444444444444444,-0.5499999999999999,0.12497678418833198,0,0.0
311160,Atka Volcanic Complex,01_alaska,52.331,-174.139,10,12.932390288371222,-0.07483697765607761,0.007668008249201717,-0.7808820391084951,-35.15715666666669,0.03182312738649018,-0.5555555555555556,-0.6848484848484848,0.02888279750673276,1,0.35
311270,Vsevidof,01_alaska,53.13,-168.693,12,17.07583563821252,-0.07487187902504505,0.009593737299899818,-0.7105936757204036,-33.565085555555555,0.06410357671243583,-0.42424242424242425,-0.5884422334042109,0.044144774219063064,0,0.0
311280,Recheschnoi,01_alaska,53.157,-168.539,14,36.690577690716005,0.001924438342182904,0.9426846941985967,0.021188599727750414,4.006075,0.6614159170078631,0.0989010989010989,0.06813186813186813,0.8169838797817922,0,0.0
311310,Makushin,01_alaska,53.891,-166.923,16,43.42015112236783,-0.05687371717246856,0.09110258872505018,-0.4363195393105169,-9.75269285714286,0.26035056965599135,-0.21666666666666667,-0.3147058823529411,0.23515831926634445,1,0.1
311320,Akutan,01_alaska,54.134,-165.986,5,1.3603252604549239,0.033110428422415135,0.4825239976836304,0.4190327487322901,14.583960000000047,0.80649594050734,0.2,0.19999999999999998,0.747060078104662,1,0.25
311340,Westdahl,01_alaska,54.516,-164.65,12,111.46864792953915,-0.02129989463395837,0.2633997470370819,-0.3509118630021769,-9.630681249999995,0.5371338571769022,-0.15151515151515152,-0.21678321678321683,0.49855598552418856,1,0.05
311360,Shishaldin,01_alaska,54.756,-163.97,10,55.439372192566346,-3.6592445568189738,0.029138759839425942,-0.6840692318491692,-49.378900000000044,0.07363827012030266,-0.4666666666666667,-0.6484848484848483,0.04254012768448945,1,0.45
311380,Roundtop,01_alaska,54.8,-163.589,12,36.769442453449884,-0.025948166781812547,0.3299575676879293,-0.308074614041383,-17.306257500000005,0.303673214899419,-0.24242424242424243,-0.46153846153846156,0.13094806950717278,0,0.0
312010,Frosty,01_alaska,55.067,-162.835,15,10.238540174706175,-0.07830630491282278,0.005441382325017629,-0.67830989579354,-24.246969090909086,0.010072435153279713,-0.5047619047619047,-0.657142857142857,0.007770251358668445,0,0.0
312011,Dutton,01_alaska,55.183,-162.276,7,3.7994329926536943,-0.15122092018160624,0.2938247139521914,-0.4643784699494433,-11.598790000000008,0.7638905934705396,-0.14285714285714285,-0.1785714285714286,0.7016579425162729,0,0.0
312020,Emmons Lake Volcanic Center,01_alaska,55.3519,-162.0445,4,11.874893531477468,0.021000750617916293,0.7058310150962915,0.2941689849037081,43.31190999999999,0.7340951823194757,0.3333333333333333,0.39999999999999997,0.6,0,0.0
312030,Pavlof,01_alaska,55.417,-161.894,17,53.614248024969456,-0.14727788782055506,0.0032353183192487854,-0.6877334842972926,-25.194251666666695,0.005781798478456501,-0.5,-0.7529411764705882,0.0007610810731946071,1,0.2
312040,Pavlof Sister,01_alaska,55.457,-161.854,18,20.395446473616165,0.03923591457306795,0.9236561838364714,0.03494266363327013,4.2565333333333415,0.44871801561914504,0.13725490196078433,0.22424242424242422,0.5334005612725947,0,0.0
312050,Dana,01_alaska,55.641,-161.214,2,0.139453288389542,,,,,,,,,0,0.0
312055,Stepovak Bay Group,01_alaska,55.917,-160.017,22,27.856302531363863,-0.014349869794909379,0.5648135738675951,-0.12979637864679314,-1.9376433333333505,0.7350804926819565,-0.05627705627705628,-0.0852625635234331,0.7059795704811164,0,0.0
312060,Kupreanof,01_alaska,56.011,-159.797,15,26.96817289054563,-0.0928378192741002,0.03075072483113099,-0.5577199642201803,-29.242185714285693,0.19821061903884285,-0.2571428571428571,-0.42857142857142855,0.11096021426087677,0,0.0
312070,Veniaminof,01_alaska,56.17,-159.38,8,226.44708153206685,-0.04376332789178472,0.4131624782879956,-0.3377969868320548,-59.50415833333331,0.2655103889538737,-0.35714285714285715,-0.4047619047619048,0.3198886412288162,1,0.45
312090,Aniakchak,01_alaska,56.88,-158.17,14,4.540053820583081,0.1012278337103244,0.005808266878887321,0.6948874270049902,27.288009999999996,0.0487449207397066,0.4065934065934066,0.6923076923076923,0.006071048749990052,0,0.0
312100,Yantarni,01_alaska,57.019,-157.185,8,4.312727845084742,-0.052746459661033196,0.0045654529711591065,-0.8737594431580289,-20.07124166666666,0.0044340083031007005,-0.8571428571428571,-0.9523809523809524,0.00026040002438725105,0,0.0
312110,Chiginagak,01_alaska,57.135,-156.99,17,18.584520226350783,-0.1254939005844607,0.07248067304723885,-0.4463726557464692,-16.410633333333344,0.20161232353469583,-0.23529411764705882,-0.34068627450980393,0.18085079957050149,1,0.05
312120,Kialagvik,01_alaska,57.203,-156.745,17,29.2713384719025,0.015346101623338557,0.5032588969704307,0.1743776566833268,3.6662256410256293,0.5923012814329898,0.10294117647058823,0.20833333333333337,0.4223129818009653,0,0.0
312140,Martin,01_alaska,58.172,-155.361,21,44.77273703501788,-0.007649316914310016,0.7911333160631739,-0.06717540226522052,-0.27607626262625684,0.927817769226368,-0.01904761904761905,-0.20330237358101136,0.4184467334719628,0,0.0
312150,Mageik,01_alaska,58.195,-155.253,17,40.658134964421414,-0.11335434480176634,0.00849835758300677,-0.6515629303389107,-18.20526,0.0356564176022276,-0.38235294117647056,-0.3252905677826704,0.2367819099085197,0,0.0
312160,Trident,01_alaska,58.236,-155.1,4,24.03403459347954,0.011431266447326598,0.8285994091151595,0.17140059088484058,10.391966666666729,1.0,0.0,0.19999999999999998,0.8,0,0.0
312170,Katmai,01_alaska,58.279,-154.9533,16,83.64521443117914,-0.03615195457158879,0.1752449002418922,-0.4003447722806763,-12.600933333333344,0.09574665647381542,-0.31666666666666665,-0.34065934065934067,0.2547064607541252,0,0.0
312180,Novarupta,01_alaska,58.2655,-155.1588,2,21.956384276948654,,,,,,,,,0,0.0
312190,Griggs,01_alaska,58.354,-155.092,8,9.778255680093523,-0.10451101935890647,0.14173946167239995,-0.5681781355097657,-68.92758333333325,0.035447892552460836,-0.6428571428571429,-0.7380952380952381,0.03655276105286081,0,0.0
312200,Snowy Mountain,01_alaska,58.336,-154.682,12,145.7623059184278,-0.04837545319440726,0.14453459058691917,-0.44760383162020556,-19.468668750000006,0.24372228477217428,-0.2727272727272727,-0.3356643356643357,0.2861229029149875,0,0.0
312210,Denison,01_alaska,58.418,-154.449,13,184.4922585966284,2.4732983876056547e-06,0.9999206959110184,3.222515383643247e-05,-10.6277,0.24638736002924677,-0.2564102564102564,-0.2517482517482518,0.42991878503288405,0,0.0
312220,Steller,01_alaska,58.43,-154.4,11,200.42571562977938,,,,,,,,,0,0.0
312230,Kukak,01_alaska,58.453,-154.355,13,157.88434258589407,-0.01106944884051923,0.7675188834669789,-0.09562483605791719,-19.44106875,0.09950873215916967,-0.358974358974359,-0.5524475524475525,0.06251148327961512,0,0.0
312260,Fourpeaked,01_alaska,58.77,-153.672,13,176.8581647624326,-0.02189548044218398,0.11598912802225876,-0.45747755014291264,-12.835892380952412,0.07685087226788867,-0.38461538461538464,-0.4835164835164835,0.0941346925969393,1,0.05
312270,Douglas,01_alaska,58.855,-153.542,9,181.11864673087987,0.010306993010143317,0.8355128730832816,0.08118705062998412,8.742919999999998,0.7544541774940892,0.1111111111111111,0.11666666666666665,0.7650079429261462,0,0.0
