Volcano Number,Volcano Name,rgi_region,Latitude,Longitude,n_glac,A_glac_km2,LR_s,LR_p,LR_r,MK_s,MK_p,MK_r,SR_r,SR_p,Erupted,f_erupt
311120,Great Sitkin,01_alaska,52.076,-176.13,9,4.84131475139482,-0.06077525480638074,0.14211033184360006,-0.5300850466483774,-14.93452500000004,0.11785089502136503,-0.4444444444444444,-0.5499999999999999,0.12497678418833198,1,0.09166666666666666
311160,Atka Volcanic Complex,01_alaska,52.331,-174.139,12,13.351176344112236,0.012039325607071105,0.6253057029200695,0.15733538882097015,-4.284073999999987,0.6312218204782534,-0.12121212121212122,-0.027972027972027972,0.9312343512018808,1,0.11666666666666667
311270,Vsevidof,01_alaska,53.13,-168.693,23,43.99800486973061,-0.06608140939826529,0.13047371052162335,-0.5118070577797904,-18.930104615384614,0.006020047102323067,-0.4150197628458498,-0.33434804902403553,0.34503632799221085,1,0.008333333333333333
311280,Recheschnoi,01_alaska,53.157,-168.539,23,43.99800486973061,8.6396807089488e-06,0.9997973411531517,7.834044474938359e-05,14.51320666666667,0.0346147634925027,0.3201581027667984,0.06593406593406594,0.8305423857560938,0,0.0
311290,Okmok,01_alaska,53.43,-168.13,7,14.291864604909723,,,,,,,,,1,0.1
311310,Makushin,01_alaska,53.891,-166.923,59,57.56966172909451,-0.012948334534129115,4.465377056012517e-21,-0.8898099637104389,-7.34593403508772,2.720030289893316e-08,-0.4973699590882525,-0.6952659263588545,9.940867121301884e-10,1,0.09166666666666666
311320,Akutan,01_alaska,54.134,-165.986,5,1.3603252604549239,0.033110428422415135,0.4825239976836304,0.4190327487322901,14.583960000000047,0.80649594050734,0.2,0.19999999999999998,0.747060078104662,1,0.23333333333333334
311340,Westdahl,01_alaska,54.516,-164.65,15,112.76216317483515,-0.013879839893649246,0.18452043345252434,-0.3622712318807502,-7.45091555555555,0.23495478370334322,-0.23809523809523808,-0.3214285714285714,0.24271904680166836,1,0.03333333333333333
311350,Fisher,01_alaska,54.65,-164.43,25,168.2015353674015,,,,,,,,,0,0.0
311360,Shishaldin,01_alaska,54.756,-163.97,39,120.60861626850291,-3.659244556818974,0.029138759839425887,-0.6840692318491693,-18.58837142857143,1.5206397319111886e-07,-0.5870445344129555,-0.6484848484848483,0.04254012768448945,1,0.26666666666666666
311380,Roundtop,01_alaska,54.8,-163.589,39,120.60861626850291,-0.007100064247544226,0.33940184447919153,-0.18397567459001443,11.883889999999997,0.009633039019581124,0.2901484480431849,-0.2113300492610837,0.27112534890123885,0,0.0
312010,Frosty,01_alaska,55.067,-162.835,22,14.03797316735987,-0.07830630491282278,0.005441382325017629,-0.67830989579354,-5.477966666666664,0.31004602085382316,-0.16017316017316016,-0.657142857142857,0.007770251358668445,0,0.0
312011,Dutton,01_alaska,55.183,-162.276,61,88.20829112956197,-0.00894984497332338,0.07471893119568007,-0.5104016557592449,2.341293627065305,0.061054945899010615,0.1650273224043716,-0.5824175824175823,0.036741334358654267,0,0.0
312020,Emmons Lake Volcanic Center,01_alaska,55.3519,-162.0445,54,81.18537071762738,-0.010807652338538155,0.17254793315473843,-0.3716706839992889,8.028633333333326,2.435457699956345e-07,0.48427672955974843,-0.36428571428571427,0.18191025904581395,0,0.0
312030,Pavlof,01_alaska,55.417,-161.894,54,81.18537071762738,-0.14727031278634223,0.0032352637535744554,-0.6877343526404747,-4.883316086956518,0.04243494261209246,-0.19077568134171907,-0.7529411764705882,0.0007610810731946071,1,0.2833333333333333
312040,Pavlof Sister,01_alaska,55.457,-161.854,51,79.52431099355417,0.0392328238335955,0.9236556779987259,0.034942895722484914,0.6823400000000012,0.769981113983524,0.029019607843137254,0.22424242424242422,0.5334005612725947,0,0.0
312050,Dana,01_alaska,55.641,-161.214,2,0.139453288389542,,,,,,,,,0,0.0
